SeasonYear,Quarter,Minute,Second,Down,ToGo,YardLine,Rush/Pass/Special,OFF,DEF,,
2023,4,0,10,2,9,2,4,15,14,JAX,IND
2023,4,0,0,0,0,100,4,15,14,JAX,IND
2023,1,15,0,1,10,25,1,21,30,MIN,TB
2023,1,14,32,2,2,33,2,21,30,MIN,TB
2023,1,14,27,3,2,33,4,21,30,MIN,TB
2023,1,14,27,3,7,28,2,21,30,MIN,TB
2023,1,14,23,4,7,28,3,21,30,MIN,TB
2023,1,14,12,1,10,33,2,30,21,TB,MIN
2023,1,14,9,2,10,33,2,30,21,TB,MIN
2023,1,14,4,3,10,33,2,30,21,TB,MIN
2023,1,13,45,4,8,35,3,30,21,TB,MIN
2023,1,13,36,1,10,13,1,21,30,MIN,TB
2023,1,12,57,2,7,16,2,21,30,MIN,TB
2023,1,12,12,1,10,24,2,21,30,MIN,TB
2023,1,11,32,2,9,25,2,21,30,MIN,TB
2023,3,1,20,1,10,19,1,28,27,SF,PIT
2023,3,0,36,2,7,22,2,28,27,SF,PIT
2023,4,15,0,3,4,25,2,28,27,SF,PIT
2023,4,14,19,1,10,47,1,28,27,SF,PIT
2023,4,12,44,1,10,4,2,27,28,PIT,SF
2023,4,12,22,2,1,13,2,27,28,PIT,SF
2023,4,11,58,1,10,25,2,27,28,PIT,SF
2023,4,11,33,1,10,38,2,27,28,PIT,SF
2023,4,11,10,2,12,36,2,27,28,PIT,SF
2023,4,10,50,3,1,47,1,27,28,PIT,SF
2023,4,10,8,1,10,49,1,28,27,SF,PIT
2023,3,6,3,1,6,94,1,3,13,BAL,HOU
2023,3,5,21,1,10,25,1,13,3,HOU,BAL
2023,3,4,46,2,9,26,2,13,3,HOU,BAL
2023,3,4,24,3,2,33,2,13,3,HOU,BAL
2023,3,4,0,1,10,47,2,13,3,HOU,BAL
2023,3,1,37,1,10,20,2,3,13,BAL,HOU
2023,3,1,30,2,10,20,1,3,13,BAL,HOU
2023,3,0,54,3,7,23,2,3,13,BAL,HOU
2023,3,0,31,1,10,31,4,3,13,BAL,HOU
2023,4,13,47,1,10,25,1,3,13,BAL,HOU
2023,4,13,9,2,8,27,4,3,13,BAL,HOU
2023,4,13,9,2,13,22,1,3,13,BAL,HOU
2023,4,12,29,3,9,26,2,3,13,BAL,HOU
2023,4,11,47,1,10,43,1,3,13,BAL,HOU
2023,4,11,11,2,10,43,4,3,13,BAL,HOU
2023,4,10,36,3,10,43,4,3,13,BAL,HOU
2023,4,10,21,4,16,37,3,3,13,BAL,HOU
2023,4,10,14,1,10,20,1,13,3,HOU,BAL
2023,4,9,35,2,9,21,2,13,3,HOU,BAL
2023,4,9,30,3,9,21,2,13,3,HOU,BAL
2023,4,9,9,1,10,47,4,13,3,HOU,BAL
2023,4,5,30,1,10,25,2,27,28,PIT,SF
2023,4,5,26,2,10,25,2,27,28,PIT,SF
2023,4,5,1,3,2,33,2,27,28,PIT,SF
2023,4,4,46,1,10,27,1,27,28,PIT,SF
2023,4,4,23,2,6,31,2,27,28,PIT,SF
2023,4,4,2,1,10,40,4,27,28,PIT,SF
2023,4,3,36,2,17,33,2,27,28,PIT,SF
2023,4,3,9,3,11,39,2,27,28,PIT,SF
2023,4,2,55,0,0,100,4,27,28,PIT,SF
2023,4,1,10,1,10,32,4,28,27,SF,PIT
2023,4,0,37,2,11,31,4,28,27,SF,PIT
2023,1,15,0,1,10,25,1,32,1,WAS,ARI
2023,1,9,51,3,5,22,2,1,32,ARI,WAS
2023,1,9,12,1,10,28,2,1,32,ARI,WAS
2023,1,9,8,2,10,28,2,1,32,ARI,WAS
2023,1,8,28,3,13,25,1,1,32,ARI,WAS
2023,1,7,45,4,8,30,3,1,32,ARI,WAS
2023,1,7,35,1,10,9,4,32,1,WAS,ARI
2023,1,7,11,1,10,24,2,32,1,WAS,ARI
2023,1,6,40,2,4,30,1,32,1,WAS,ARI
2023,1,6,10,3,1,33,2,32,1,WAS,ARI
2023,1,4,15,1,10,25,1,1,32,ARI,WAS
2023,1,3,45,2,6,29,1,1,32,ARI,WAS
2023,1,0,53,1,10,25,4,32,1,WAS,ARI
2023,1,0,17,2,11,24,2,32,1,WAS,ARI
2023,1,0,0,0,0,100,4,32,1,WAS,ARI
2023,2,15,0,2,21,14,2,32,1,WAS,ARI
2023,2,14,54,1,10,29,2,32,1,WAS,ARI
2023,2,13,26,0,0,100,4,32,1,WAS,ARI
2023,2,13,26,1,10,25,1,32,1,WAS,ARI
2023,2,12,49,2,4,31,1,32,1,WAS,ARI
2023,2,12,15,1,10,36,1,32,1,WAS,ARI
2023,2,11,31,2,5,41,1,32,1,WAS,ARI
2023,2,10,47,3,2,44,2,32,1,WAS,ARI
2023,2,8,51,1,10,16,1,1,32,ARI,WAS
2023,2,8,14,2,8,18,2,1,32,ARI,WAS
2023,2,7,43,2,13,13,1,1,32,ARI,WAS
2023,2,7,2,3,7,19,4,1,32,ARI,WAS
2023,2,6,24,4,11,15,3,1,32,ARI,WAS
2023,2,4,27,1,10,12,1,1,32,ARI,WAS
2023,2,3,47,2,6,16,2,1,32,ARI,WAS
2023,2,3,13,1,10,26,2,1,32,ARI,WAS
2023,2,2,36,1,10,39,1,1,32,ARI,WAS
2023,2,2,0,2,13,36,2,1,32,ARI,WAS
2023,2,1,55,3,10,39,1,1,32,ARI,WAS
2023,2,1,46,3,20,29,1,1,32,ARI,WAS
2023,2,1,41,4,12,37,3,1,32,ARI,WAS
2023,2,1,29,1,10,12,2,32,1,WAS,ARI
2023,2,1,9,1,10,26,2,32,1,WAS,ARI
2023,2,1,5,2,10,26,2,32,1,WAS,ARI
2023,2,1,2,3,10,26,4,32,1,WAS,ARI
2023,2,0,55,0,0,15,4,32,1,WAS,ARI
2023,2,0,49,1,10,19,2,32,1,WAS,ARI
2023,2,0,30,1,10,37,2,32,1,WAS,ARI
2023,2,0,25,2,10,37,2,32,1,WAS,ARI
2023,2,0,0,0,0,100,4,32,1,WAS,ARI
2023,3,15,0,1,10,25,2,1,32,ARI,WAS
2023,3,14,29,1,10,36,1,1,32,ARI,WAS
2023,3,14,6,2,4,42,2,1,32,ARI,WAS
2023,3,10,58,2,9,83,2,1,32,ARI,WAS
2023,3,10,9,1,10,25,2,32,1,WAS,ARI
2023,3,9,39,2,4,31,1,32,1,WAS,ARI
2023,3,9,4,1,10,36,2,32,1,WAS,ARI
2023,3,8,29,2,5,41,1,32,1,WAS,ARI
2023,3,7,57,1,10,47,1,32,1,WAS,ARI
2023,3,7,21,2,9,48,4,32,1,WAS,ARI
2023,3,6,37,3,15,42,1,32,1,WAS,ARI
2023,3,6,12,3,25,32,4,32,1,WAS,ARI
2023,3,5,35,4,32,25,3,32,1,WAS,ARI
2023,3,5,22,1,10,25,1,1,32,ARI,WAS
2023,3,4,44,1,10,37,1,1,32,ARI,WAS
2023,3,4,3,2,5,42,4,1,32,ARI,WAS
2023,3,3,46,2,10,37,1,1,32,ARI,WAS
2023,3,3,8,3,8,39,2,1,32,ARI,WAS
2023,3,3,3,4,8,39,3,1,32,ARI,WAS
2023,3,2,54,1,10,25,1,32,1,WAS,ARI
2023,3,2,27,1,20,15,2,32,1,WAS,ARI
2023,3,2,22,2,20,15,2,32,1,WAS,ARI
2023,3,2,19,3,20,15,2,32,1,WAS,ARI
2023,3,1,39,4,8,27,3,32,1,WAS,ARI
2023,3,1,28,1,10,40,1,1,32,ARI,WAS
2023,3,0,53,2,11,39,1,1,32,ARI,WAS
2023,3,0,9,3,15,35,4,1,32,ARI,WAS
2023,1,8,19,0,0,100,4,21,30,MIN,TB
2023,1,8,19,1,10,25,1,30,21,TB,MIN
2023,1,7,42,2,6,29,2,30,21,TB,MIN
2023,1,7,11,1,10,35,2,30,21,TB,MIN
2023,1,6,32,2,6,39,2,30,21,TB,MIN
2023,1,6,29,3,6,39,2,30,21,TB,MIN
2023,1,6,23,4,6,39,3,30,21,TB,MIN
2023,1,6,14,1,10,26,1,21,30,MIN,TB
2023,1,5,44,2,7,29,2,21,30,MIN,TB
2023,1,5,4,3,6,30,4,21,30,MIN,TB
2023,1,3,20,1,10,17,2,21,30,MIN,TB
2023,1,2,39,2,4,23,1,21,30,MIN,TB
2023,1,1,56,3,2,25,2,21,30,MIN,TB
2023,1,1,14,4,2,25,3,21,30,MIN,TB
2023,1,1,5,1,10,10,1,30,21,TB,MIN
2023,1,0,35,2,4,16,1,30,21,TB,MIN
2023,2,15,0,3,4,16,1,30,21,TB,MIN
2023,2,14,21,4,3,17,3,30,21,TB,MIN
2023,2,14,8,1,10,17,2,21,30,MIN,TB
2023,2,13,32,1,10,42,1,21,30,MIN,TB
2023,2,12,54,2,8,44,2,21,30,MIN,TB
2023,2,11,11,1,10,18,1,30,21,TB,MIN
2023,2,10,31,2,5,23,2,30,21,TB,MIN
2023,2,10,27,3,5,23,1,30,21,TB,MIN
2023,2,9,36,4,9,19,3,30,21,TB,MIN
2023,2,9,24,1,10,31,2,21,30,MIN,TB
2023,2,5,41,1,10,25,1,30,21,TB,MIN
2023,2,5,14,2,5,30,2,30,21,TB,MIN
2023,2,5,10,3,5,30,2,30,21,TB,MIN
2023,2,5,4,4,5,30,3,30,21,TB,MIN
2023,1,14,54,1,10,12,1,6,12,CHI,GB
2023,1,14,23,2,10,12,2,6,12,CHI,GB
2023,1,13,41,1,10,31,2,6,12,CHI,GB
2023,1,12,55,2,5,36,1,6,12,CHI,GB
2023,1,12,15,3,1,40,1,6,12,CHI,GB
2023,1,11,39,4,1,40,1,6,12,CHI,GB
2023,1,6,1,1,10,34,2,6,12,CHI,GB
2023,1,2,4,1,10,25,2,12,6,GB,CHI
2023,1,2,0,2,10,25,1,12,6,GB,CHI
2023,1,1,19,3,15,20,2,12,6,GB,CHI
2023,1,0,42,4,6,29,3,12,6,GB,CHI
2023,1,0,32,1,10,37,1,6,12,CHI,GB
2023,2,15,0,2,17,30,1,6,12,CHI,GB
2023,2,14,33,1,10,43,1,6,12,CHI,GB
2023,2,14,0,2,7,46,1,6,12,CHI,GB
2023,2,13,21,3,7,46,1,6,12,CHI,GB
2023,4,1,17,3,11,33,1,8,7,CLE,CIN
2023,4,0,32,4,15,29,3,8,7,CLE,CIN
2023,4,0,24,1,10,18,4,7,8,CIN,CLE
2023,1,15,0,1,10,25,2,14,15,IND,JAX
2023,1,14,30,2,8,27,2,14,15,IND,JAX
2023,1,14,26,3,8,27,4,14,15,IND,JAX
2023,1,13,41,4,10,25,3,14,15,IND,JAX
2023,1,13,35,1,10,37,2,15,14,JAX,IND
2023,1,13,32,2,10,37,2,15,14,JAX,IND
2023,1,12,56,3,4,43,2,15,14,JAX,IND
2023,1,12,52,4,4,43,3,15,14,JAX,IND
2023,1,12,42,1,10,6,1,14,15,IND,JAX
2023,1,12,6,2,8,8,2,14,15,IND,JAX
2023,1,11,25,3,2,14,1,14,15,IND,JAX
2023,1,10,32,4,1,15,3,14,15,IND,JAX
2023,1,10,25,1,10,39,1,15,14,JAX,IND
2023,1,9,46,2,10,39,2,15,14,JAX,IND
2023,1,9,11,3,1,48,1,15,14,JAX,IND
2023,1,5,18,1,10,25,1,14,15,IND,JAX
2023,1,4,41,2,9,26,2,14,15,IND,JAX
2023,1,4,11,1,10,37,1,14,15,IND,JAX
2023,1,3,33,2,10,37,2,14,15,IND,JAX
2023,1,2,53,3,2,45,2,14,15,IND,JAX
2023,2,4,55,1,10,14,1,21,30,MIN,TB
2023,2,4,19,2,9,15,2,21,30,MIN,TB
2023,2,3,32,3,7,17,2,21,30,MIN,TB
2023,2,2,46,4,1,23,3,21,30,MIN,TB
2023,2,2,39,1,10,39,1,30,21,TB,MIN
2023,2,2,13,2,11,38,1,30,21,TB,MIN
2023,2,2,0,0,0,100,4,30,21,TB,MIN
2023,2,2,0,3,7,42,4,30,21,TB,MIN
2023,2,2,0,3,2,47,2,30,21,TB,MIN
2023,2,1,9,1,10,25,2,21,30,MIN,TB
2023,2,1,4,2,10,25,2,21,30,MIN,TB
2023,2,1,0,3,4,31,2,21,30,MIN,TB
2023,2,0,54,1,10,36,2,21,30,MIN,TB
2023,2,0,23,0,0,100,4,21,30,MIN,TB
2023,2,0,16,1,10,16,1,30,21,TB,MIN
2023,2,0,0,0,0,100,4,30,21,TB,MIN
2023,4,13,37,1,10,25,2,30,21,TB,MIN
2023,4,12,58,2,4,31,1,30,21,TB,MIN
2023,4,12,17,1,10,35,1,30,21,TB,MIN
2023,4,11,38,2,8,37,2,30,21,TB,MIN
2023,4,11,34,3,8,37,1,30,21,TB,MIN
2023,4,11,21,4,5,40,3,30,21,TB,MIN
2023,4,11,11,1,10,20,2,21,30,MIN,TB
2023,4,10,33,2,13,17,2,21,30,MIN,TB
2023,4,10,8,3,7,23,2,21,30,MIN,TB
2023,4,10,3,4,7,23,3,21,30,MIN,TB
2023,4,9,56,1,10,23,2,30,21,TB,MIN
2023,4,9,18,2,4,29,1,30,21,TB,MIN
2023,4,8,46,3,1,32,1,30,21,TB,MIN
2023,4,8,18,4,1,32,1,30,21,TB,MIN
2023,4,7,50,1,10,33,1,30,21,TB,MIN
2023,4,7,9,2,5,38,2,30,21,TB,MIN
2023,4,5,15,0,0,100,4,30,21,TB,MIN
2023,4,5,10,1,10,25,2,21,30,MIN,TB
2023,4,4,33,2,14,21,2,21,30,MIN,TB
2023,4,4,7,3,7,28,2,21,30,MIN,TB
2023,4,4,3,4,7,28,3,21,30,MIN,TB
2023,4,3,52,1,10,30,1,30,21,TB,MIN
2023,4,3,39,0,0,100,4,30,21,TB,MIN
2023,1,13,35,1,10,25,2,23,31,NO,TEN
2023,3,6,6,3,2,26,2,23,31,NO,TEN
2023,3,5,58,1,10,41,2,23,31,NO,TEN
2023,3,5,27,2,4,47,1,23,31,NO,TEN
2023,3,4,50,3,7,44,2,23,31,NO,TEN
2023,3,4,46,4,7,44,3,23,31,NO,TEN
2023,3,4,38,1,10,11,1,31,23,TEN,NO
2023,3,3,57,2,8,13,2,31,23,TEN,NO
2023,3,3,14,3,5,16,2,31,23,TEN,NO
2023,3,1,23,1,10,25,1,31,23,TEN,NO
2023,3,0,45,2,7,28,4,31,23,TEN,NO
2023,3,0,25,2,12,23,1,31,23,TEN,NO
2023,4,15,0,3,10,25,2,31,23,TEN,NO
2023,4,14,20,1,10,41,2,31,23,TEN,NO
2023,2,1,35,2,4,49,2,10,17,DEN,LV
2023,2,0,12,1,10,25,4,17,10,LV,DEN
2023,3,14,56,1,10,26,1,10,17,DEN,LV
2023,3,14,10,2,4,32,2,10,17,DEN,LV
2023,3,14,5,3,4,32,1,10,17,DEN,LV
2023,3,13,21,1,10,37,1,10,17,DEN,LV
2023,3,12,38,2,7,40,2,10,17,DEN,LV
2023,3,12,34,3,7,40,1,10,17,DEN,LV
2023,3,12,24,1,10,45,1,10,17,DEN,LV
2023,3,9,32,1,10,45,1,17,10,LV,DEN
2023,3,2,1,1,10,20,1,10,17,DEN,LV
2023,3,1,17,2,6,24,2,10,17,DEN,LV
2023,3,0,39,3,3,27,2,10,17,DEN,LV
2023,3,0,2,1,10,47,1,10,17,DEN,LV
2023,4,14,15,3,10,47,4,10,17,DEN,LV
2023,4,4,2,3,19,33,2,24,9,NYG,DAL
2023,4,3,16,4,14,38,2,24,9,NYG,DAL
2023,4,1,10,1,10,32,1,24,9,NYG,DAL
2023,4,1,1,1,20,22,2,24,9,NYG,DAL
2023,4,0,30,2,11,31,2,24,9,NYG,DAL
2023,4,0,0,0,0,100,4,24,9,NYG,DAL
2023,1,15,0,1,10,25,2,4,25,BUF,NYJ
2023,1,14,34,2,3,32,2,4,25,BUF,NYJ
2023,1,14,1,1,10,37,1,4,25,BUF,NYJ
2023,1,13,24,2,7,40,1,4,25,BUF,NYJ
2023,1,12,39,3,5,42,2,4,25,BUF,NYJ
2023,1,12,37,4,5,42,3,4,25,BUF,NYJ
2023,1,12,30,1,10,12,1,25,4,NYJ,BUF
2023,1,11,53,1,10,38,2,25,4,NYJ,BUF
2023,1,11,46,2,10,38,2,25,4,NYJ,BUF
2023,1,11,40,1,10,43,4,25,4,NYJ,BUF
2023,1,10,56,2,20,33,2,25,4,NYJ,BUF
2023,1,10,17,3,13,40,2,25,4,NYJ,BUF
2023,1,9,33,4,7,46,3,25,4,NYJ,BUF
2023,1,9,24,0,0,100,4,25,4,NYJ,BUF
2023,1,9,24,1,10,23,4,4,25,BUF,NYJ
2023,1,9,24,1,15,18,1,4,25,BUF,NYJ
2023,1,8,44,2,10,23,2,4,25,BUF,NYJ
2023,1,14,30,2,7,28,2,32,1,WAS,ARI
2023,1,13,55,3,1,34,1,32,1,WAS,ARI
2023,1,13,16,1,10,36,2,32,1,WAS,ARI
2023,1,13,12,2,10,36,2,32,1,WAS,ARI
2023,1,12,34,1,10,48,2,32,1,WAS,ARI
2023,1,11,56,2,9,49,2,32,1,WAS,ARI
2023,1,11,51,3,9,49,2,32,1,WAS,ARI
2023,1,10,59,1,10,17,1,1,32,ARI,WAS
2023,1,10,28,2,11,16,1,1,32,ARI,WAS
2023,1,8,2,3,9,24,1,4,25,BUF,NYJ
2023,1,7,25,1,10,38,2,4,25,BUF,NYJ
2023,1,6,52,2,7,41,1,4,25,BUF,NYJ
2023,1,6,18,1,10,49,2,4,25,BUF,NYJ
2023,1,3,5,0,0,100,4,25,4,NYJ,BUF
2023,1,3,1,1,10,22,2,25,4,NYJ,BUF
2023,1,2,58,2,10,22,4,25,4,NYJ,BUF
2023,1,2,58,2,15,17,2,25,4,NYJ,BUF
2023,1,2,15,3,11,21,2,25,4,NYJ,BUF
2023,1,1,34,1,10,43,1,25,4,NYJ,BUF
2023,1,0,59,2,5,48,1,25,4,NYJ,BUF
2023,1,0,16,3,9,44,4,25,4,NYJ,BUF
2023,2,15,0,4,21,32,3,25,4,NYJ,BUF
2023,1,8,48,2,12,25,2,27,28,PIT,SF
2023,1,8,8,3,5,32,2,27,28,PIT,SF
2023,1,4,48,0,0,100,4,28,27,SF,PIT
2023,1,4,32,1,10,32,2,27,28,PIT,SF
2023,1,3,58,2,8,34,1,27,28,PIT,SF
2023,1,3,21,3,8,34,2,27,28,PIT,SF
2023,1,3,16,4,13,29,3,27,28,PIT,SF
2023,1,3,5,0,0,100,4,27,28,PIT,SF
2023,1,3,5,1,10,32,2,28,27,SF,PIT
2023,1,2,36,2,3,39,1,28,27,SF,PIT
2023,1,2,1,1,10,44,2,28,27,SF,PIT
2023,1,1,57,2,10,44,1,28,27,SF,PIT
2023,2,13,30,1,10,25,2,27,28,PIT,SF
2023,2,13,11,2,15,20,2,27,28,PIT,SF
2023,2,13,5,3,15,20,4,27,28,PIT,SF
2023,2,13,5,3,20,15,4,27,28,PIT,SF
2023,2,12,30,4,20,15,3,27,28,PIT,SF
2023,2,11,53,1,15,45,1,28,27,SF,PIT
2023,2,11,16,2,14,46,2,28,27,SF,PIT
2023,2,8,17,1,10,36,1,27,28,PIT,SF
2023,2,7,44,2,9,37,1,27,28,PIT,SF
2023,2,7,5,3,6,40,2,27,28,PIT,SF
2023,2,7,0,4,6,40,3,27,28,PIT,SF
2023,2,6,53,1,10,24,1,28,27,SF,PIT
2023,2,6,19,2,6,28,2,28,27,SF,PIT
2023,2,6,13,3,6,28,2,28,27,SF,PIT
2023,2,5,27,1,10,35,1,28,27,SF,PIT
2023,2,4,47,2,5,40,1,28,27,SF,PIT
2023,2,4,1,3,1,44,1,28,27,SF,PIT
2023,2,1,35,0,0,100,4,27,28,PIT,SF
2023,2,1,35,1,10,5,2,27,28,PIT,SF
2023,2,1,31,2,1,14,2,27,28,PIT,SF
2023,2,1,24,3,1,14,1,27,28,PIT,SF
2023,2,0,9,1,10,25,4,28,27,SF,PIT
2023,3,15,0,1,10,25,2,28,27,SF,PIT
2023,3,14,15,1,10,35,1,28,27,SF,PIT
2023,3,14,2,1,10,25,2,27,28,PIT,SF
2023,3,12,0,1,10,17,2,28,27,SF,PIT
2023,3,11,19,1,10,33,1,28,27,SF,PIT
2023,3,10,34,2,7,36,1,28,27,SF,PIT
2023,3,9,52,3,8,35,2,28,27,SF,PIT
2023,3,7,5,4,20,40,3,28,27,SF,PIT
2023,3,6,54,1,10,6,2,27,28,PIT,SF
2023,3,6,21,2,6,10,1,27,28,PIT,SF
2023,3,5,58,3,4,12,2,27,28,PIT,SF
2023,3,5,54,4,4,12,3,27,28,PIT,SF
2023,3,5,35,1,10,61,2,27,28,PIT,SF
2023,3,2,2,1,10,8,1,28,27,SF,PIT
2023,2,8,53,1,10,24,2,12,6,GB,CHI
2023,2,8,13,2,9,25,1,12,6,GB,CHI
2023,2,7,31,3,2,32,2,12,6,GB,CHI
2023,2,7,26,4,2,32,3,12,6,GB,CHI
2023,2,7,16,1,10,20,1,6,12,CHI,GB
2023,2,6,37,2,10,20,1,6,12,CHI,GB
2023,2,6,15,2,20,10,2,6,12,CHI,GB
2023,2,6,9,3,20,10,1,6,12,CHI,GB
2023,2,5,38,4,10,20,3,6,12,CHI,GB
2023,2,5,28,1,10,31,2,12,6,GB,CHI
2023,2,5,23,2,10,31,2,12,6,GB,CHI
2023,2,4,42,3,6,35,2,12,6,GB,CHI
2023,2,2,12,1,10,6,1,6,12,CHI,GB
2023,2,2,0,2,9,7,1,6,12,CHI,GB
2023,2,1,38,1,10,19,2,6,12,CHI,GB
2023,2,1,32,2,5,24,2,6,12,CHI,GB
2023,4,6,36,3,12,45,2,18,20,LAC,MIA
2023,4,3,53,0,0,100,4,18,20,LAC,MIA
2023,4,3,53,1,10,25,2,20,18,MIA,LAC
2023,4,3,50,2,10,25,2,20,18,MIA,LAC
2023,4,3,47,3,10,25,2,20,18,MIA,LAC
2023,4,1,45,1,10,25,2,18,20,LAC,MIA
2023,4,1,38,1,10,35,2,18,20,LAC,MIA
2023,4,1,18,2,21,24,4,18,20,LAC,MIA
2023,4,1,9,3,29,16,2,18,20,LAC,MIA
2023,4,1,1,4,12,33,4,18,20,LAC,MIA
2023,1,15,0,1,10,25,2,26,22,PHI,NE
2023,1,14,21,2,4,31,4,26,22,PHI,NE
2023,1,13,58,1,10,36,1,26,22,PHI,NE
2023,3,15,0,1,10,25,1,30,21,TB,MIN
2023,3,14,19,2,8,27,1,30,21,TB,MIN
2023,3,13,40,3,6,29,2,30,21,TB,MIN
2023,3,12,58,1,10,40,2,30,21,TB,MIN
2023,3,12,20,2,2,48,1,30,21,TB,MIN
2023,3,10,12,1,10,67,1,30,21,TB,MIN
2023,3,6,1,1,10,25,1,21,30,MIN,TB
2023,3,5,20,2,8,27,2,21,30,MIN,TB
2023,3,4,40,3,3,32,2,21,30,MIN,TB
2023,3,4,11,1,10,40,1,21,30,MIN,TB
2023,3,3,50,2,1,49,1,21,30,MIN,TB
2023,1,7,42,0,0,100,4,22,26,NE,PHI
2023,1,7,36,1,10,24,1,22,26,NE,PHI
2023,1,7,4,2,8,26,2,22,26,NE,PHI
2023,1,6,40,1,10,35,1,22,26,NE,PHI
2023,1,6,11,2,3,42,1,22,26,NE,PHI
2023,1,4,56,0,0,15,4,22,26,NE,PHI
2023,1,4,56,1,10,25,2,22,26,NE,PHI
2023,2,7,38,1,10,42,2,22,26,NE,PHI
2023,2,7,31,2,10,42,2,22,26,NE,PHI
2023,2,6,52,3,10,42,2,22,26,NE,PHI
2023,2,4,34,1,10,25,1,26,22,PHI,NE
2023,2,3,56,2,7,28,2,26,22,PHI,NE
2023,2,3,33,2,21,14,2,26,22,PHI,NE
2023,2,2,52,3,14,21,2,26,22,PHI,NE
2023,2,2,39,4,19,16,3,26,22,PHI,NE
2023,2,2,33,1,10,37,2,22,26,NE,PHI
2023,2,2,0,2,12,35,2,22,26,NE,PHI
2023,2,1,25,1,10,48,2,22,26,NE,PHI
2023,2,0,25,1,10,25,1,26,22,PHI,NE
2023,3,15,0,1,10,25,1,22,26,NE,PHI
2023,3,14,40,2,9,26,2,22,26,NE,PHI
2023,3,14,4,3,4,31,2,22,26,NE,PHI
2023,3,13,58,4,4,31,3,22,26,NE,PHI
2023,3,13,43,1,10,29,2,26,22,PHI,NE
2023,3,13,16,1,10,44,1,26,22,PHI,NE
2023,3,12,33,2,5,49,2,26,22,PHI,NE
2023,3,3,1,3,10,44,2,9,24,DAL,NYG
2023,3,2,57,4,10,44,3,9,24,DAL,NYG
2023,3,2,48,1,10,20,1,24,9,NYG,DAL
2023,3,2,16,1,10,38,2,24,9,NYG,DAL
2023,3,1,49,2,9,39,2,24,9,NYG,DAL
2023,3,1,45,3,9,39,2,24,9,NYG,DAL
2023,3,1,15,4,1,47,1,24,9,NYG,DAL
2023,3,0,46,1,10,48,1,24,9,NYG,DAL
2023,3,0,0,0,0,100,4,24,9,NYG,DAL
2023,4,11,31,1,10,25,2,24,9,NYG,DAL
2023,4,11,19,1,10,37,1,9,24,DAL,NYG
2023,4,10,40,2,5,42,1,9,24,DAL,NYG
2023,4,10,0,3,3,44,1,9,24,DAL,NYG
2023,4,9,14,4,8,39,3,9,24,DAL,NYG
2023,4,9,4,1,10,19,1,24,9,NYG,DAL
2023,4,8,31,2,9,20,2,24,9,NYG,DAL
2023,4,8,4,3,1,28,1,24,9,NYG,DAL
2023,4,7,33,1,10,31,1,24,9,NYG,DAL
2023,4,7,11,1,20,21,4,24,9,NYG,DAL
2023,4,6,53,1,10,26,1,24,9,NYG,DAL
2023,4,6,27,2,5,31,2,24,9,NYG,DAL
2023,4,6,1,3,3,33,2,24,9,NYG,DAL
2023,4,5,27,1,10,42,4,24,9,NYG,DAL
2023,4,4,50,2,19,33,4,24,9,NYG,DAL
2023,4,4,45,2,14,38,2,24,9,NYG,DAL
2023,2,14,54,1,10,29,4,4,25,BUF,NYJ
2023,2,13,54,2,12,27,2,4,25,BUF,NYJ
2023,2,13,12,3,8,31,2,4,25,BUF,NYJ
2023,2,13,2,1,10,4,1,25,4,NYJ,BUF
2023,2,10,35,1,10,25,1,4,25,BUF,NYJ
2023,2,9,58,2,15,20,2,4,25,BUF,NYJ
2023,2,9,21,1,10,38,2,4,25,BUF,NYJ
2023,2,9,16,2,10,38,2,4,25,BUF,NYJ
2023,2,8,40,3,2,46,1,4,25,BUF,NYJ
2023,2,5,34,2,7,92,1,4,25,BUF,NYJ
2023,2,4,38,1,10,26,2,25,4,NYJ,BUF
2023,2,3,56,2,8,28,1,25,4,NYJ,BUF
2023,2,3,17,1,10,38,2,25,4,NYJ,BUF
2023,2,0,17,1,10,25,4,25,4,NYJ,BUF
2023,3,15,0,1,10,25,1,25,4,NYJ,BUF
2023,3,14,21,2,10,25,2,25,4,NYJ,BUF
2023,3,14,17,3,10,25,2,25,4,NYJ,BUF
2023,3,13,37,1,10,37,2,25,4,NYJ,BUF
2023,3,13,10,2,3,44,2,25,4,NYJ,BUF
2023,3,8,59,1,10,25,1,4,25,BUF,NYJ
2023,3,8,19,2,11,24,2,4,25,BUF,NYJ
2023,3,7,35,1,10,39,2,4,25,BUF,NYJ
2023,3,6,56,2,1,48,1,4,25,BUF,NYJ
2023,3,4,8,1,10,20,2,25,4,NYJ,BUF
2023,3,3,29,1,10,35,2,25,4,NYJ,BUF
2023,3,2,52,2,12,33,2,25,4,NYJ,BUF
2023,3,2,49,3,12,33,2,25,4,NYJ,BUF
2023,3,2,21,4,6,39,3,25,4,NYJ,BUF
2023,3,2,10,1,10,15,1,4,25,BUF,NYJ
2023,3,1,30,2,6,19,2,4,25,BUF,NYJ
2023,3,1,22,3,6,19,2,4,25,BUF,NYJ
2023,3,0,42,4,2,23,3,4,25,BUF,NYJ
2023,3,0,33,1,10,25,2,25,4,NYJ,BUF
2023,3,0,25,2,10,25,1,25,4,NYJ,BUF
2023,4,15,0,3,3,32,4,25,4,NYJ,BUF
2023,4,14,19,4,4,31,3,25,4,NYJ,BUF
2023,4,14,11,1,10,15,2,4,25,BUF,NYJ
